Date,Time,ms,LEVEL,TEMPERATURE,DateTime
2024-06-18,06:45:00 pm,0,101.917,23.014,2024-06-18 06:45:00
2024-06-18,07:00:00 pm,0,101.926,22.985,2024-06-18 07:00:00
2024-06-18,07:15:00 pm,0,101.926,22.953,2024-06-18 07:15:00
2024-06-18,07:30:00 pm,0,101.926,22.929,2024-06-18 07:30:00
2024-06-18,07:45:00 pm,0,101.924,22.897,2024-06-18 07:45:00
2024-06-18,08:00:00 pm,0,101.92,22.866,2024-06-18 08:00:00
2024-06-18,08:15:00 pm,0,101.925,22.832,2024-06-18 08:15:00
2024-06-18,08:30:00 pm,0,101.936,22.807,2024-06-18 08:30:00
2024-06-18,08:45:00 pm,0,101.933,22.77,2024-06-18 08:45:00
2024-06-18,09:00:00 pm,0,101.942,22.743,2024-06-18 09:00:00
2024-06-18,09:15:00 pm,0,101.942,22.708,2024-06-18 09:15:00
2024-06-18,09:30:00 pm,0,101.946,22.678,2024-06-18 09:30:00
2024-06-18,09:45:00 pm,0,101.945,22.645,2024-06-18 09:45:00
2024-06-18,10:00:00 pm,0,101.945,22.611,2024-06-18 10:00:00
2024-06-18,10:15:00 pm,0,101.951,22.579,2024-06-18 10:15:00
2024-06-18,10:30:00 pm,0,101.956,22.543,2024-06-18 10:30:00
2024-06-18,10:45:00 pm,0,101.956,22.514,2024-06-18 10:45:00
2024-06-18,11:00:00 pm,0,101.961,22.479,2024-06-18 11:00:00
2024-06-18,11:15:00 pm,0,101.959,22.439,2024-06-18 11:15:00
2024-06-18,11:30:00 pm,0,101.965,22.403,2024-06-18 11:30:00
2024-06-18,11:45:00 pm,0,101.958,22.367,2024-06-18 11:45:00
2024-06-19,12:00:00 am,0,101.963,22.332,2024-06-19 12:00:00
2024-06-19,12:15:00 am,0,101.97,22.284,2024-06-19 12:15:00
2024-06-19,12:30:00 am,0,101.983,22.242,2024-06-19 12:30:00
2024-06-19,12:45:00 am,0,101.985,22.206,2024-06-19 12:45:00
2024-06-19,01:00:00 am,0,102,22.162,2024-06-19 01:00:00
2024-06-19,01:15:00 am,0,101.99,22.129,2024-06-19 01:15:00
2024-06-19,01:30:00 am,0,101.995,22.098,2024-06-19 01:30:00
2024-06-19,01:45:00 am,0,102,22.063,2024-06-19 01:45:00
2024-06-19,02:00:00 am,0,101.998,22.024,2024-06-19 02:00:00
2024-06-19,02:15:00 am,0,101.997,21.979,2024-06-19 02:15:00
2024-06-19,02:30:00 am,0,101.996,21.933,2024-06-19 02:30:00
2024-06-19,02:45:00 am,0,102.001,21.893,2024-06-19 02:45:00
2024-06-19,03:00:00 am,0,102.014,21.859,2024-06-19 03:00:00
2024-06-19,03:15:00 am,0,102.02,21.826,2024-06-19 03:15:00
2024-06-19,03:30:00 am,0,102.021,21.801,2024-06-19 03:30:00
2024-06-19,03:45:00 am,0,102.016,21.77,2024-06-19 03:45:00
2024-06-19,04:00:00 am,0,102.018,21.735,2024-06-19 04:00:00
2024-06-19,04:15:00 am,0,102.029,21.697,2024-06-19 04:15:00
2024-06-19,04:30:00 am,0,102.05,21.653,2024-06-19 04:30:00
2024-06-19,04:45:00 am,0,102.082,21.617,2024-06-19 04:45:00
2024-06-19,05:00:00 am,0,102.101,21.573,2024-06-19 05:00:00
2024-06-19,05:15:00 am,0,102.122,21.53,2024-06-19 05:15:00
2024-06-19,05:30:00 am,0,102.141,21.493,2024-06-19 05:30:00
2024-06-19,05:45:00 am,0,102.17,21.46,2024-06-19 05:45:00
2024-06-19,06:00:00 am,0,102.179,21.429,2024-06-19 06:00:00
2024-06-19,06:15:00 am,0,102.182,21.412,2024-06-19 06:15:00
2024-06-19,06:30:00 am,0,102.186,21.393,2024-06-19 06:30:00
2024-06-19,06:45:00 am,0,102.216,21.378,2024-06-19 06:45:00
2024-06-19,07:00:00 am,0,102.222,21.37,2024-06-19 07:00:00
2024-06-19,07:15:00 am,0,102.241,21.38,2024-06-19 07:15:00
2024-06-19,07:30:00 am,0,102.268,21.392,2024-06-19 07:30:00
2024-06-19,07:45:00 am,0,102.291,21.405,2024-06-19 07:45:00
2024-06-19,08:00:00 am,0,102.302,21.426,2024-06-19 08:00:00
2024-06-19,08:15:00 am,0,102.31,21.464,2024-06-19 08:15:00
2024-06-19,08:30:00 am,0,102.328,21.521,2024-06-19 08:30:00
2024-06-19,08:45:00 am,0,102.343,21.589,2024-06-19 08:45:00
2024-06-19,09:00:00 am,0,102.361,21.671,2024-06-19 09:00:00
2024-06-19,09:15:00 am,0,102.375,21.754,2024-06-19 09:15:00
2024-06-19,09:30:00 am,0,102.383,21.82,2024-06-19 09:30:00
2024-06-19,09:45:00 am,0,102.389,21.867,2024-06-19 09:45:00
2024-06-19,10:00:00 am,0,102.401,21.916,2024-06-19 10:00:00
2024-06-19,10:15:00 am,0,102.403,21.981,2024-06-19 10:15:00
2024-06-19,10:30:00 am,0,102.412,22.064,2024-06-19 10:30:00
2024-06-19,10:45:00 am,0,102.42,22.14,2024-06-19 10:45:00
2024-06-19,11:00:00 am,0,102.426,22.184,2024-06-19 11:00:00
2024-06-19,11:15:00 am,0,102.432,22.238,2024-06-19 11:15:00
2024-06-19,11:30:00 am,0,102.43,22.321,2024-06-19 11:30:00
2024-06-19,11:45:00 am,0,102.429,22.416,2024-06-19 11:45:00
2024-06-19,12:00:00 pm,0,102.434,22.502,2024-06-19 12:00:00
2024-06-19,12:15:00 pm,0,102.437,22.56,2024-06-19 12:15:00
2024-06-19,12:30:00 pm,0,102.439,22.624,2024-06-19 12:30:00
2024-06-19,12:45:00 pm,0,102.443,22.689,2024-06-19 12:45:00
2024-06-19,01:00:00 pm,0,102.435,22.807,2024-06-19 01:00:00
2024-06-19,01:15:00 pm,0,102.43,22.949,2024-06-19 01:15:00
2024-06-19,01:30:00 pm,0,102.418,23.055,2024-06-19 01:30:00
2024-06-19,01:45:00 pm,0,102.42,23.136,2024-06-19 01:45:00
2024-06-19,02:00:00 pm,0,102.398,23.171,2024-06-19 02:00:00
2024-06-19,02:15:00 pm,0,102.391,23.185,2024-06-19 02:15:00
2024-06-19,02:30:00 pm,0,102.384,23.205,2024-06-19 02:30:00
2024-06-19,02:45:00 pm,0,102.362,23.18,2024-06-19 02:45:00
2024-06-19,03:00:00 pm,0,102.342,23.109,2024-06-19 03:00:00
2024-06-19,03:15:00 pm,0,102.324,23.089,2024-06-19 03:15:00
2024-06-19,03:30:00 pm,0,102.321,23.098,2024-06-19 03:30:00
2024-06-19,03:45:00 pm,0,102.316,23.086,2024-06-19 03:45:00
2024-06-19,04:00:00 pm,0,102.305,23.073,2024-06-19 04:00:00
2024-06-19,04:15:00 pm,0,102.291,23.042,2024-06-19 04:15:00
2024-06-19,04:30:00 pm,0,102.286,23.013,2024-06-19 04:30:00
2024-06-19,04:45:00 pm,0,102.281,23.003,2024-06-19 04:45:00
2024-06-19,05:00:00 pm,0,102.275,22.981,2024-06-19 05:00:00
2024-06-19,05:15:00 pm,0,102.264,22.968,2024-06-19 05:15:00
2024-06-19,05:30:00 pm,0,102.265,22.965,2024-06-19 05:30:00
2024-06-19,05:45:00 pm,0,102.257,22.95,2024-06-19 05:45:00
2024-06-19,06:00:00 pm,0,102.264,22.942,2024-06-19 06:00:00
2024-06-19,06:15:00 pm,0,102.263,22.928,2024-06-19 06:15:00
2024-06-19,06:30:00 pm,0,102.266,22.911,2024-06-19 06:30:00
2024-06-19,06:45:00 pm,0,102.271,22.911,2024-06-19 06:45:00
2024-06-19,07:00:00 pm,0,102.275,22.9,2024-06-19 07:00:00
2024-06-19,07:15:00 pm,0,102.278,22.889,2024-06-19 07:15:00
2024-06-19,07:30:00 pm,0,102.294,22.872,2024-06-19 07:30:00
2024-06-19,07:45:00 pm,0,102.306,22.857,2024-06-19 07:45:00
2024-06-19,08:00:00 pm,0,102.307,22.82,2024-06-19 08:00:00
2024-06-19,08:15:00 pm,0,102.302,22.778,2024-06-19 08:15:00
2024-06-19,08:30:00 pm,0,102.299,22.731,2024-06-19 08:30:00
2024-06-19,08:45:00 pm,0,102.307,22.677,2024-06-19 08:45:00
2024-06-19,09:00:00 pm,0,102.318,22.611,2024-06-19 09:00:00
2024-06-19,09:15:00 pm,0,102.321,22.539,2024-06-19 09:15:00
2024-06-19,09:30:00 pm,0,102.333,22.46,2024-06-19 09:30:00
2024-06-19,09:45:00 pm,0,102.33,22.386,2024-06-19 09:45:00
2024-06-19,10:00:00 pm,0,102.334,22.311,2024-06-19 10:00:00
2024-06-19,10:15:00 pm,0,102.338,22.236,2024-06-19 10:15:00
2024-06-19,10:30:00 pm,0,102.337,22.162,2024-06-19 10:30:00
2024-06-19,10:45:00 pm,0,102.34,22.093,2024-06-19 10:45:00
2024-06-19,11:00:00 pm,0,102.333,22.027,2024-06-19 11:00:00
2024-06-19,11:15:00 pm,0,102.334,21.956,2024-06-19 11:15:00
2024-06-19,11:30:00 pm,0,102.323,21.896,2024-06-19 11:30:00
2024-06-19,11:45:00 pm,0,102.324,21.836,2024-06-19 11:45:00
2024-06-20,12:00:00 am,0,102.317,21.779,2024-06-20 12:00:00
2024-06-20,12:15:00 am,0,102.339,21.716,2024-06-20 12:15:00
2024-06-20,12:30:00 am,0,102.336,21.663,2024-06-20 12:30:00
2024-06-20,12:45:00 am,0,102.331,21.61,2024-06-20 12:45:00
2024-06-20,01:00:00 am,0,102.314,21.558,2024-06-20 01:00:00
2024-06-20,01:15:00 am,0,102.304,21.496,2024-06-20 01:15:00
2024-06-20,01:30:00 am,0,102.305,21.443,2024-06-20 01:30:00
2024-06-20,01:45:00 am,0,102.313,21.386,2024-06-20 01:45:00
2024-06-20,02:00:00 am,0,102.332,21.338,2024-06-20 02:00:00
2024-06-20,02:15:00 am,0,102.329,21.288,2024-06-20 02:15:00
2024-06-20,02:30:00 am,0,102.324,21.237,2024-06-20 02:30:00
2024-06-20,02:45:00 am,0,102.343,21.185,2024-06-20 02:45:00
2024-06-20,03:00:00 am,0,102.34,21.137,2024-06-20 03:00:00
2024-06-20,03:15:00 am,0,102.344,21.084,2024-06-20 03:15:00
2024-06-20,03:30:00 am,0,102.356,21.034,2024-06-20 03:30:00
2024-06-20,03:45:00 am,0,102.382,20.993,2024-06-20 03:45:00
2024-06-20,04:00:00 am,0,102.387,20.947,2024-06-20 04:00:00
2024-06-20,04:15:00 am,0,102.401,20.899,2024-06-20 04:15:00
2024-06-20,04:30:00 am,0,102.406,20.85,2024-06-20 04:30:00
2024-06-20,04:45:00 am,0,102.403,20.805,2024-06-20 04:45:00
2024-06-20,05:00:00 am,0,102.418,20.763,2024-06-20 05:00:00
2024-06-20,05:15:00 am,0,102.443,20.72,2024-06-20 05:15:00
2024-06-20,05:30:00 am,0,102.45,20.677,2024-06-20 05:30:00
2024-06-20,05:45:00 am,0,102.45,20.637,2024-06-20 05:45:00
2024-06-20,06:00:00 am,0,102.465,20.603,2024-06-20 06:00:00
2024-06-20,06:15:00 am,0,102.48,20.573,2024-06-20 06:15:00
2024-06-20,06:30:00 am,0,102.474,20.545,2024-06-20 06:30:00
2024-06-20,06:45:00 am,0,102.472,20.522,2024-06-20 06:45:00
2024-06-20,07:00:00 am,0,102.483,20.513,2024-06-20 07:00:00
2024-06-20,07:15:00 am,0,102.536,20.526,2024-06-20 07:15:00
2024-06-20,07:30:00 am,0,102.563,20.554,2024-06-20 07:30:00
2024-06-20,07:45:00 am,0,102.582,20.607,2024-06-20 07:45:00
2024-06-20,08:00:00 am,0,102.612,20.688,2024-06-20 08:00:00
2024-06-20,08:15:00 am,0,102.636,20.786,2024-06-20 08:15:00
2024-06-20,08:30:00 am,0,102.665,20.885,2024-06-20 08:30:00
2024-06-20,08:45:00 am,0,102.68,20.993,2024-06-20 08:45:00
2024-06-20,09:00:00 am,0,102.682,21.091,2024-06-20 09:00:00
2024-06-20,09:15:00 am,0,102.689,21.198,2024-06-20 09:15:00
2024-06-20,09:30:00 am,0,102.695,21.307,2024-06-20 09:30:00
2024-06-20,09:45:00 am,0,102.712,21.398,2024-06-20 09:45:00
2024-06-20,10:00:00 am,0,102.727,21.485,2024-06-20 10:00:00
2024-06-20,10:15:00 am,0,102.739,21.58,2024-06-20 10:15:00
2024-06-20,10:30:00 am,0,102.729,21.673,2024-06-20 10:30:00
2024-06-20,10:45:00 am,0,102.724,21.757,2024-06-20 10:45:00
2024-06-20,11:00:00 am,0,102.732,21.857,2024-06-20 11:00:00
2024-06-20,11:15:00 am,0,102.73,21.938,2024-06-20 11:15:00
2024-06-20,11:30:00 am,0,102.726,22.018,2024-06-20 11:30:00
2024-06-20,11:45:00 am,0,102.716,22.099,2024-06-20 11:45:00
2024-06-20,12:00:00 pm,0,102.723,22.176,2024-06-20 12:00:00
2024-06-20,12:15:00 pm,0,102.703,22.245,2024-06-20 12:15:00
2024-06-20,12:30:00 pm,0,102.704,22.328,2024-06-20 12:30:00
2024-06-20,12:45:00 pm,0,102.687,22.43,2024-06-20 12:45:00
2024-06-20,01:00:00 pm,0,102.681,22.538,2024-06-20 01:00:00
2024-06-20,01:15:00 pm,0,102.628,22.619,2024-06-20 01:15:00
2024-06-20,01:30:00 pm,0,102.626,22.676,2024-06-20 01:30:00
2024-06-20,01:45:00 pm,0,102.617,22.761,2024-06-20 01:45:00
2024-06-20,02:00:00 pm,0,102.586,22.825,2024-06-20 02:00:00
2024-06-20,02:15:00 pm,0,102.574,22.872,2024-06-20 02:15:00
2024-06-20,02:30:00 pm,0,102.564,22.875,2024-06-20 02:30:00
2024-06-20,02:45:00 pm,0,102.557,22.87,2024-06-20 02:45:00
2024-06-20,03:00:00 pm,0,102.545,22.868,2024-06-20 03:00:00
2024-06-20,03:15:00 pm,0,102.529,22.864,2024-06-20 03:15:00
2024-06-20,03:30:00 pm,0,102.523,22.88,2024-06-20 03:30:00
2024-06-20,03:45:00 pm,0,102.518,22.892,2024-06-20 03:45:00
2024-06-20,04:00:00 pm,0,102.504,22.926,2024-06-20 04:00:00
2024-06-20,04:15:00 pm,0,102.495,22.939,2024-06-20 04:15:00
2024-06-20,04:30:00 pm,0,102.482,22.954,2024-06-20 04:30:00
2024-06-20,04:45:00 pm,0,102.467,22.948,2024-06-20 04:45:00
2024-06-20,05:00:00 pm,0,102.47,22.966,2024-06-20 05:00:00
2024-06-20,05:15:00 pm,0,102.46,22.953,2024-06-20 05:15:00
2024-06-20,05:30:00 pm,0,102.452,22.938,2024-06-20 05:30:00
2024-06-20,05:45:00 pm,0,102.441,22.914,2024-06-20 05:45:00
2024-06-20,06:00:00 pm,0,102.438,22.901,2024-06-20 06:00:00
2024-06-20,06:15:00 pm,0,102.432,22.896,2024-06-20 06:15:00
2024-06-20,06:30:00 pm,0,102.421,22.857,2024-06-20 06:30:00
2024-06-20,06:45:00 pm,0,102.413,22.819,2024-06-20 06:45:00
2024-06-20,07:00:00 pm,0,102.407,22.794,2024-06-20 07:00:00
2024-06-20,07:15:00 pm,0,102.401,22.758,2024-06-20 07:15:00
2024-06-20,07:30:00 pm,0,102.399,22.737,2024-06-20 07:30:00
2024-06-20,07:45:00 pm,0,102.396,22.721,2024-06-20 07:45:00
2024-06-20,08:00:00 pm,0,102.391,22.701,2024-06-20 08:00:00
2024-06-20,08:15:00 pm,0,102.393,22.685,2024-06-20 08:15:00
2024-06-20,08:30:00 pm,0,102.39,22.657,2024-06-20 08:30:00
2024-06-20,08:45:00 pm,0,102.404,22.631,2024-06-20 08:45:00
2024-06-20,09:00:00 pm,0,102.394,22.605,2024-06-20 09:00:00
2024-06-20,09:15:00 pm,0,102.395,22.573,2024-06-20 09:15:00
2024-06-20,09:30:00 pm,0,102.416,22.541,2024-06-20 09:30:00
2024-06-20,09:45:00 pm,0,102.424,22.507,2024-06-20 09:45:00
2024-06-20,10:00:00 pm,0,102.432,22.471,2024-06-20 10:00:00
2024-06-20,10:15:00 pm,0,102.442,22.434,2024-06-20 10:15:00
2024-06-20,10:30:00 pm,0,102.448,22.403,2024-06-20 10:30:00
2024-06-20,10:45:00 pm,0,102.436,22.375,2024-06-20 10:45:00
2024-06-20,11:00:00 pm,0,102.421,22.331,2024-06-20 11:00:00
2024-06-20,11:15:00 pm,0,102.42,22.293,2024-06-20 11:15:00
2024-06-20,11:30:00 pm,0,102.422,22.253,2024-06-20 11:30:00
2024-06-20,11:45:00 pm,0,102.422,22.214,2024-06-20 11:45:00
2024-06-21,12:00:00 am,0,102.424,22.175,2024-06-21 12:00:00
2024-06-21,12:15:00 am,0,102.409,22.131,2024-06-21 12:15:00
2024-06-21,12:30:00 am,0,102.404,22.091,2024-06-21 12:30:00
2024-06-21,12:45:00 am,0,102.401,22.049,2024-06-21 12:45:00
2024-06-21,01:00:00 am,0,102.398,22.008,2024-06-21 01:00:00
2024-06-21,01:15:00 am,0,102.401,21.966,2024-06-21 01:15:00
2024-06-21,01:30:00 am,0,102.392,21.923,2024-06-21 01:30:00
2024-06-21,01:45:00 am,0,102.382,21.869,2024-06-21 01:45:00
2024-06-21,02:00:00 am,0,102.369,21.821,2024-06-21 02:00:00
2024-06-21,02:15:00 am,0,102.359,21.775,2024-06-21 02:15:00
2024-06-21,02:30:00 am,0,102.363,21.726,2024-06-21 02:30:00
2024-06-21,02:45:00 am,0,102.366,21.677,2024-06-21 02:45:00
2024-06-21,03:00:00 am,0,102.365,21.63,2024-06-21 03:00:00
2024-06-21,03:15:00 am,0,102.349,21.576,2024-06-21 03:15:00
2024-06-21,03:30:00 am,0,102.365,21.526,2024-06-21 03:30:00
2024-06-21,03:45:00 am,0,102.362,21.478,2024-06-21 03:45:00
2024-06-21,04:00:00 am,0,102.362,21.426,2024-06-21 04:00:00
2024-06-21,04:15:00 am,0,102.367,21.368,2024-06-21 04:15:00
2024-06-21,04:30:00 am,0,102.382,21.32,2024-06-21 04:30:00
2024-06-21,04:45:00 am,0,102.394,21.267,2024-06-21 04:45:00
2024-06-21,05:00:00 am,0,102.403,21.208,2024-06-21 05:00:00
2024-06-21,05:15:00 am,0,102.406,21.159,2024-06-21 05:15:00
2024-06-21,05:30:00 am,0,102.411,21.104,2024-06-21 05:30:00
2024-06-21,05:45:00 am,0,102.425,21.056,2024-06-21 05:45:00
2024-06-21,06:00:00 am,0,102.412,21.004,2024-06-21 06:00:00
2024-06-21,06:15:00 am,0,102.418,20.958,2024-06-21 06:15:00
2024-06-21,06:30:00 am,0,102.447,20.907,2024-06-21 06:30:00
2024-06-21,06:45:00 am,0,102.464,20.871,2024-06-21 06:45:00
2024-06-21,07:00:00 am,0,102.472,20.848,2024-06-21 07:00:00
2024-06-21,07:15:00 am,0,102.49,20.842,2024-06-21 07:15:00
2024-06-21,07:30:00 am,0,102.497,20.856,2024-06-21 07:30:00
2024-06-21,07:45:00 am,0,102.504,20.895,2024-06-21 07:45:00
2024-06-21,08:00:00 am,0,102.516,20.943,2024-06-21 08:00:00
2024-06-21,08:15:00 am,0,102.533,21.013,2024-06-21 08:15:00
2024-06-21,08:30:00 am,0,102.555,21.09,2024-06-21 08:30:00
2024-06-21,08:45:00 am,0,102.571,21.166,2024-06-21 08:45:00
2024-06-21,09:00:00 am,0,102.589,21.24,2024-06-21 09:00:00
2024-06-21,09:15:00 am,0,102.59,21.318,2024-06-21 09:15:00
2024-06-21,09:30:00 am,0,102.59,21.39,2024-06-21 09:30:00
2024-06-21,09:45:00 am,0,102.582,21.467,2024-06-21 09:45:00
2024-06-21,10:00:00 am,0,102.585,21.592,2024-06-21 10:00:00
2024-06-21,10:15:00 am,0,102.587,21.71,2024-06-21 10:15:00
2024-06-21,10:30:00 am,0,102.583,21.806,2024-06-21 10:30:00
2024-06-21,10:45:00 am,0,102.58,21.909,2024-06-21 10:45:00
2024-06-21,11:00:00 am,0,102.574,22.007,2024-06-21 11:00:00
2024-06-21,11:15:00 am,0,102.565,22.09,2024-06-21 11:15:00
2024-06-21,11:30:00 am,0,102.552,22.161,2024-06-21 11:30:00
2024-06-21,11:45:00 am,0,102.54,22.262,2024-06-21 11:45:00
2024-06-21,12:00:00 pm,0,102.528,22.395,2024-06-21 12:00:00
2024-06-21,12:15:00 pm,0,102.491,22.478,2024-06-21 12:15:00
2024-06-21,12:30:00 pm,0,102.49,22.583,2024-06-21 12:30:00
2024-06-21,12:45:00 pm,0,102.447,22.697,2024-06-21 12:45:00
2024-06-21,01:00:00 pm,0,102.442,22.779,2024-06-21 01:00:00
2024-06-21,01:15:00 pm,0,102.423,22.842,2024-06-21 01:15:00
2024-06-21,01:30:00 pm,0,102.407,22.902,2024-06-21 01:30:00
2024-06-21,01:45:00 pm,0,102.392,22.999,2024-06-21 01:45:00
2024-06-21,02:00:00 pm,0,102.368,23.036,2024-06-21 02:00:00
2024-06-21,02:15:00 pm,0,102.356,23.084,2024-06-21 02:15:00
2024-06-21,02:30:00 pm,0,102.332,23.143,2024-06-21 02:30:00
2024-06-21,02:45:00 pm,0,102.319,23.145,2024-06-21 02:45:00
2024-06-21,03:00:00 pm,0,102.295,23.178,2024-06-21 03:00:00
2024-06-21,03:15:00 pm,0,102.268,23.125,2024-06-21 03:15:00
2024-06-21,03:30:00 pm,0,102.255,23.098,2024-06-21 03:30:00
2024-06-21,03:45:00 pm,0,102.249,23.156,2024-06-21 03:45:00
2024-06-21,04:00:00 pm,0,102.233,23.208,2024-06-21 04:00:00
2024-06-21,04:15:00 pm,0,102.17,23.29,2024-06-21 04:15:00
2024-06-21,04:30:00 pm,0,102.124,23.307,2024-06-21 04:30:00
2024-06-21,04:45:00 pm,0,102.101,23.3,2024-06-21 04:45:00
2024-06-21,05:00:00 pm,0,102.081,23.298,2024-06-21 05:00:00
2024-06-21,05:15:00 pm,0,102.064,23.298,2024-06-21 05:15:00
2024-06-21,05:30:00 pm,0,102.051,23.305,2024-06-21 05:30:00
2024-06-21,05:45:00 pm,0,102.036,23.277,2024-06-21 05:45:00
2024-06-21,06:00:00 pm,0,102.023,23.27,2024-06-21 06:00:00
2024-06-21,06:15:00 pm,0,102.02,23.245,2024-06-21 06:15:00
2024-06-21,06:30:00 pm,0,102.017,23.14,2024-06-21 06:30:00
2024-06-21,06:45:00 pm,0,102.013,23.115,2024-06-21 06:45:00
2024-06-21,07:00:00 pm,0,102.012,23.117,2024-06-21 07:00:00
2024-06-21,07:15:00 pm,0,102.018,23.121,2024-06-21 07:15:00
2024-06-21,07:30:00 pm,0,102.022,23.105,2024-06-21 07:30:00
2024-06-21,07:45:00 pm,0,102.027,23.085,2024-06-21 07:45:00
2024-06-21,08:00:00 pm,0,102.03,23.056,2024-06-21 08:00:00
2024-06-21,08:15:00 pm,0,102.04,23.041,2024-06-21 08:15:00
2024-06-21,08:30:00 pm,0,102.053,23.013,2024-06-21 08:30:00
2024-06-21,08:45:00 pm,0,102.063,22.987,2024-06-21 08:45:00
2024-06-21,09:00:00 pm,0,102.059,22.937,2024-06-21 09:00:00
2024-06-21,09:15:00 pm,0,102.075,22.898,2024-06-21 09:15:00
2024-06-21,09:30:00 pm,0,102.085,22.855,2024-06-21 09:30:00
2024-06-21,09:45:00 pm,0,102.101,22.824,2024-06-21 09:45:00
2024-06-21,10:00:00 pm,0,102.102,22.79,2024-06-21 10:00:00
2024-06-21,10:15:00 pm,0,102.127,22.752,2024-06-21 10:15:00
2024-06-21,10:30:00 pm,0,102.132,22.719,2024-06-21 10:30:00
2024-06-21,10:45:00 pm,0,102.146,22.672,2024-06-21 10:45:00
2024-06-21,11:00:00 pm,0,102.148,22.638,2024-06-21 11:00:00
2024-06-21,11:15:00 pm,0,102.144,22.594,2024-06-21 11:15:00
2024-06-21,11:30:00 pm,0,102.142,22.548,2024-06-21 11:30:00
2024-06-21,11:45:00 pm,0,102.137,22.497,2024-06-21 11:45:00
2024-06-22,12:00:00 am,0,102.142,22.446,2024-06-22 12:00:00
2024-06-22,12:15:00 am,0,102.144,22.39,2024-06-22 12:15:00
2024-06-22,12:30:00 am,0,102.123,22.328,2024-06-22 12:30:00
2024-06-22,12:45:00 am,0,102.116,22.273,2024-06-22 12:45:00
2024-06-22,01:00:00 am,0,102.11,22.218,2024-06-22 01:00:00
2024-06-22,01:15:00 am,0,102.101,22.166,2024-06-22 01:15:00
2024-06-22,01:30:00 am,0,102.093,22.107,2024-06-22 01:30:00
2024-06-22,01:45:00 am,0,102.086,22.046,2024-06-22 01:45:00
2024-06-22,02:00:00 am,0,102.082,21.992,2024-06-22 02:00:00
